id,date,time,shop,category,subcategory,item,qty,unit,unit_price,amount,paid_by,notes,source,synced_at
bcobitz-15-127a1i4,2026-07-18,13:45,KEELLS,Grocery,Other grocery,Green Gram Bulk,0.508,kg,845,429.26,cash,Invoice 4125650,scan,7/25/2026
bcobitz-16-1wk9nu2,2026-07-18,13:45,KEELLS,Grocery,Vegetables,Potatoes,0.57,kg,430,245.1,cash,Invoice 4125650,scan,7/25/2026
bcobitz-17-u0my15,2026-07-18,13:45,KEELLS,Grocery,Other grocery,Edinborough Egg Mayonnaise Pouch 100g,1,pouch,400,400,cash,Invoice 4125650,scan,7/25/2026
bcobitz-18-1hcv1f7,2026-07-18,13:45,KEELLS,Grocery,Vegetables,Edinborough Tomato Sauce 405g,1,bottle,520,520,cash,Invoice 4125650,scan,7/25/2026
bcobitz-19-odx6ze,2026-07-18,13:45,KEELLS,Grocery,Vegetables,Big Onions,0.536,kg,290,155.44,cash,Invoice 4125650,scan,7/25/2026
bcobitz-20-1ulou2u,2026-07-18,13:45,KEELLS,Grocery,Other grocery,Mysoore Dhal Bulk,0.59,kg,225,132.75,cash,Invoice 4125650,scan,7/25/2026
bcobitz-21-3v9dp8,2026-07-18,13:45,KEELLS,Grocery,Vegetables,Cabbage,0.314,kg,120,37.68,cash,Invoice 4125650,scan,7/25/2026
b4f4x07-0-1bjf09c,2026-07-29,10:36,KEELLS,Grocery,Dairy & milk,Highland Curd Plastic Tub Plain 510g,1,pcs,420,420,cash,Invoice R:3193096,scan,8/2/2026
b4f4x07-1-340rvv,2026-07-29,10:36,KEELLS,Grocery,Bread & bakery,Fish Bun,2,pcs,190,380,cash,Invoice R:3193096,scan,8/2/2026
b4f4x07-2-qtnjsn,2026-07-29,10:36,KEELLS,Consumables,Personal care,Bellose Roll On Dearo Men Fresh 50ml,1,pcs,720,720,cash,Invoice R:3193096,scan,8/2/2026
b4f4x07-3-1dyjwcc,2026-07-29,10:36,KEELLS,Grocery,Snacks & biscuits,Munchee Salsa Biscuit 30g,1,pcs,50,50,cash,Invoice R:3193096,scan,8/2/2026
b1juqoqf-0-1lkqyjc,2026-07-29,10:24,SRINA PALACE,Non-consumables,Other non-consumable,Sarome Nail Enamel 15ml N18,1,pcs,695,695,cash,Invoice 00000004,scan,8/2/2026
bc6t1ib-0-w64yrj,2026-07-29,10:10,SAMUDRA BOOK SHOP,Consumables,Stationery,Pencil Case - PC1 C,1,pcs,210,210,cash,Invoice BO/B242,scan,8/2/2026
bc6t1ib-1-p59w1i,2026-07-29,10:10,SAMUDRA BOOK SHOP,Consumables,Stationery,Push Pin - Colour,1,pcs,85,85,cash,Invoice BO/B242,scan,8/2/2026
bc6t1ib-2-ev9ti4,2026-07-29,10:10,SAMUDRA BOOK SHOP,Consumables,Stationery,Photo Copy Papers - A4 80 GSM 500,1,pcs,1130,1130,cash,Invoice BO/B242,scan,8/2/2026
bc6t1ib-3-1tlzc27,2026-07-29,10:10,SAMUDRA BOOK SHOP,Consumables,Stationery,Colour Board 230GSM - A4,20,pcs,20,400,cash,Invoice BO/B242,scan,8/2/2026
b5hcm8i-0-nyvcnh,2026-07-25,18:13,CARGILLS FOOD CITY,Grocery,Eggs,Araliya Brown Eggs,1,pcs,560,560,card,Invoice 189,scan,8/2/2026
b5hcm8i-1-1t32y9r,2026-07-25,18:13,CARGILLS FOOD CITY,Grocery,Snacks & biscuits,Kotmale Butterscotch Ice Cream Cone,1,pcs,180,180,card,Invoice 189,scan,8/2/2026
b5hcm8i-2-1rxhbyq,2026-07-25,18:13,CARGILLS FOOD CITY,Consumables,Toiletries,Ayush Toothpaste Anticavity,1,pcs,295,295,card,Invoice 189,scan,8/2/2026
b5hcm8i-3-123b20r,2026-07-25,18:13,CARGILLS FOOD CITY,Grocery,Fruits,Papaw,0.488,kg,140,68.32,card,Invoice 189,scan,8/2/2026
b5hcm8i-4-15rbo3k,2026-07-25,18:13,CARGILLS FOOD CITY,Consumables,Toiletries,Lux Body Wash Fragrant Skin,1,pcs,245,245,card,Invoice 189,scan,8/2/2026
b5hcm8i-5-1asl33r,2026-07-25,18:13,CARGILLS FOOD CITY,Grocery,Cooking oil,Sunup RBD Coconut Oil,1,pcs,875,875,card,Invoice 189,scan,8/2/2026
b5hcm8i-6-1cj0w41,2026-07-25,18:13,CARGILLS FOOD CITY,Consumables,Personal care,Vaseline Glutahya Dewy Radiance,1,pcs,1650,1402.5,card,Invoice 189,scan,8/2/2026
b5hcm8i-7-100hcs7,2026-07-25,18:13,CARGILLS FOOD CITY,Consumables,Toiletries,Signal Toothbrush Fighter Double M,1,pcs,260,221,card,Invoice 189,scan,8/2/2026
b5hcm8i-8-kgy443,2026-07-25,18:13,CARGILLS FOOD CITY,Dining out,Takeaway,Prima Sunrise Shawarma,1,pcs,660,660,card,Invoice 189,scan,8/2/2026
bgpfkv1-0-ashr3u,2026-08-01,17:19,SAHANA VEGEMART,Grocery,Vegetables,Beetroot,0.235,kg,520,122.2,cash,Invoice 000116,scan,8/2/2026
bgpfkv1-1-1s7aqfq,2026-08-01,17:19,SAHANA VEGEMART,Grocery,Vegetables,Carrot,0.19,kg,480,91.2,cash,Invoice 000116,scan,8/2/2026
bgpfkv1-2-1oqhgni,2026-08-01,17:19,SAHANA VEGEMART,Grocery,Vegetables,Lime,0.075,kg,800,60,cash,Invoice 000116,scan,8/2/2026
bgpfkv1-3-1qmcbec,2026-08-01,17:19,SAHANA VEGEMART,Grocery,Vegetables,Japanese Cucumber,0.205,kg,600,123,cash,Invoice 000116,scan,8/2/2026
bgpfkv1-4-a5nifr,2026-08-01,17:19,SAHANA VEGEMART,Grocery,Vegetables,Round Eggplant,0.205,kg,560,114.8,cash,Invoice 000116,scan,8/2/2026
bgpfkv1-5-12zj74s,2026-08-01,17:19,SAHANA VEGEMART,Grocery,Vegetables,Lady's Fingers,0.135,kg,400,54,cash,Invoice 000116,scan,8/2/2026
bgpfkv1-6-7zgc5,2026-08-01,17:19,SAHANA VEGEMART,Grocery,Vegetables,Green Chillie,0.05,kg,1800,90,cash,Invoice 000116,scan,8/2/2026
b1epa85g-0-u0sng,2026-08-01,,PearlTech Computers,Non-consumables,Electronics,DDR4 Laptop RAM 8GB (2 months warranty),1,pcs,12500,12500,bank transfer,Invoice PTC002016,scan,8/2/2026
b139sow3-0-1qaq1p3,2026-07-25,18:12,"L.B.S. Vegetable Traders (Sinhala signage, name approximate)",Grocery,Vegetables,Lanka Potato (Ala),0.525,kg,480,252,cash,Invoice 000056,scan,8/2/2026
b139sow3-1-g4o9m0,2026-07-25,18:12,"L.B.S. Vegetable Traders (Sinhala signage, name approximate)",Grocery,Vegetables,Big Onion (B Onion),0.52,kg,300,156,cash,Invoice 000056,scan,8/2/2026
b139sow3-2-tph18m,2026-07-25,18:12,"L.B.S. Vegetable Traders (Sinhala signage, name approximate)",Other,Miscellaneous,Shopping Bag,1,pcs,3,3,cash,Invoice 000056,scan,8/2/2026
bv9ez00-0-1n7vlw0,2026-07-27,18:16,KEELLS,Dining out,Takeaway,Egg Bun,1,pcs,160,160,cash,Invoice R1362660,scan,8/2/2026
bv9ez00-1-bmipr9,2026-07-27,18:16,KEELLS,Dining out,Takeaway,Roast Bread with Pol Sambol,1,pcs,170,170,cash,Invoice R1362660,scan,8/2/2026
bv9ez00-2-txbeoc,2026-07-27,18:16,KEELLS,Dining out,Takeaway,White String Hoppers 10S with Pol Sambol,2,pcs,180,360,cash,Invoice R1362660,scan,8/2/2026
bv9ez00-3-1dwgpuq,2026-07-27,18:16,KEELLS,Consumables,Personal care,Eva Pads Drytex Wings 16S,1,pcs,425,425,cash,Invoice R1362660,scan,8/2/2026
bv9ez00-4-128arqs,2026-07-27,18:16,KEELLS,Other,Miscellaneous,Keells Bag 16x18 (Re-use),1,pcs,0.01,0.01,cash,Invoice R1362660,scan,8/2/2026
bv9ez00-5-i7vphw,2026-07-27,18:16,KEELLS,Other,Miscellaneous,Keells Bag 16x18 (Refund),-1,pcs,0.01,-0.01,cash,Invoice R1362660,scan,8/2/2026
btr44yr-0-1oxayo6,2026-07-25,17:05,CEY FISH,Grocery,Fish & seafood,Balaya (Skipjack Tuna),0.9,kg,980,882,cash,Invoice 000161,scan,8/2/2026
b17snx1s-0-1wfhd9t,2026-07-25,17:24,SAHANA VEGEMART,Grocery,Fruits,Unidentified item (sold per piece),1,pcs,180,180,cash,Invoice 000231,scan,8/2/2026
b17snx1s-1-boi16m,2026-07-25,17:24,SAHANA VEGEMART,Grocery,Fruits,Kesel Muwa (Banana),0.42,kg,280,117.6,cash,Invoice 000231,scan,8/2/2026
b17snx1s-2-feum2l,2026-07-25,17:24,SAHANA VEGEMART,Grocery,Fruits,Lime,0.13,kg,800,104,cash,Invoice 000231,scan,8/2/2026
b17snx1s-3-1qmcbcn,2026-07-25,17:24,SAHANA VEGEMART,Grocery,Vegetables,Japanese Cucumber,0.18,kg,600,108,cash,Invoice 000231,scan,8/2/2026
b17snx1s-4-58g90r,2026-07-25,17:24,SAHANA VEGEMART,Grocery,Vegetables,Brinjals,0.29,kg,700,203,cash,Invoice 000231,scan,8/2/2026
b17snx1s-5-lkp9wv,2026-07-25,17:24,SAHANA VEGEMART,Grocery,Vegetables,Sweet Potatoes,0.31,kg,400,124,cash,Invoice 000231,scan,8/2/2026
b17snx1s-6-1af71rt,2026-07-25,17:24,SAHANA VEGEMART,Grocery,Vegetables,Kochchi (Green Chili),0.04,kg,2800,112,cash,Invoice 000231,scan,8/2/2026
b17snx1s-7-1rfy15a,2026-07-25,17:24,SAHANA VEGEMART,Grocery,Vegetables,Tomato,0.195,kg,600,117,cash,Invoice 000231,scan,8/2/2026
b17snx1s-8-rqljha,2026-07-25,17:24,SAHANA VEGEMART,Grocery,Vegetables,Beans,0.2,kg,560,112,cash,Invoice 000231,scan,8/2/2026
b17snx1s-9-7bhsg5,2026-07-25,17:24,SAHANA VEGEMART,Grocery,Vegetables,Green Chillie,0.06,kg,1800,108,cash,Invoice 000231,scan,8/2/2026
b1edgys3-0-1seqmsn,2026-07-25,16:55,MILCO (PVT) LTD,Grocery,Dairy & milk,Plain Curd 500ML,1,pcs,420,420,cash,Invoice 109523,scan,8/2/2026
b1edgys3-1-snsycg,2026-07-25,16:55,MILCO (PVT) LTD,Grocery,Dairy & milk,Milk Powder 400G,2,pcs,1200,2400,cash,Invoice 109523,scan,8/2/2026
b1edgys3-2-ej3rp3,2026-07-25,16:55,MILCO (PVT) LTD,Grocery,Dairy & milk,Set (Yoghurt) 250ML,1,pcs,250,250,cash,Invoice 109523,scan,8/2/2026
ms0c0lsh1k586,2026-07-25,,Ninewells IOC,Energy,Petrol,Petrol,12,L,,5000,cash,,manual,8/8/2026
mskn2sez7pzsq,2026-08-08,,Ninewells IOC,Energy,Petrol,Petrol,,pcs,,5000,cash,,manual,8/8/2026
b165b6ty-0-13jjatp,2026-08-01,15:30,CARGILLS FOOD CITY,Grocery,Eggs,Happy Hen Eggs Large,1,pcs,590,590,card,Invoice 89,scan,8/8/2026
b165b6ty-1-yrfne3,2026-08-01,15:30,CARGILLS FOOD CITY,Grocery,Cooking oil,Sera Real Coconut Milk,1,pcs,210,210,card,Invoice 89,scan,8/8/2026
b165b6ty-2-c1ntma,2026-08-01,15:30,CARGILLS FOOD CITY,Grocery,Snacks & biscuits,MD Polos Curry,1,pcs,950,950,card,Invoice 89,scan,8/8/2026
b165b6ty-3-rluygd,2026-08-01,15:30,CARGILLS FOOD CITY,Grocery,Tea & coffee,Nescafe Classic Sachet,1,pcs,940,940,card,Invoice 89,scan,8/8/2026
b165b6ty-4-1xk45fp,2026-08-01,15:30,CARGILLS FOOD CITY,Other,Miscellaneous,Amritha Incense Sticks Green,1,pcs,160,160,card,Invoice 89,scan,8/8/2026
b165b6ty-5-rq992n,2026-08-01,15:30,CARGILLS FOOD CITY,Consumables,Toiletries,Flora Mini Serviette,1,pcs,200,200,card,Invoice 89,scan,8/8/2026
b165b6ty-6-jerfkn,2026-08-01,15:30,CARGILLS FOOD CITY,Grocery,Other grocery,My Choice Red Dhal Packet,1,pcs,144,144,card,Invoice 89,scan,8/8/2026
b165b6ty-7-1gvfu5z,2026-08-01,15:30,CARGILLS FOOD CITY,Consumables,Cleaning & detergents,Natur Food Wrapping Sheet,1,pcs,685,685,card,Invoice 89,scan,8/8/2026
b165b6ty-8-1uqnpym,2026-08-01,15:30,CARGILLS FOOD CITY,Consumables,Cleaning & detergents,My Choice Garbage Bag - Medium,1,pcs,335,335,card,Invoice 89,scan,8/8/2026
b165b6ty-9-qdfb3d,2026-08-01,15:30,CARGILLS FOOD CITY,Consumables,Toiletries,Velvet Soap Rose & Milk Eco,1,pcs,525,525,card,Invoice 89,scan,8/8/2026
b165b6ty-10-10f7itk,2026-08-01,15:30,CARGILLS FOOD CITY,Grocery,Salt & spices,My Choice Table Salt,1,pcs,118,118,card,Invoice 89,scan,8/8/2026
b165b6ty-11-w2rr0p,2026-08-01,15:30,CARGILLS FOOD CITY,Grocery,Snacks & biscuits,Magic Chocolate Ice Cream Cone,1,pcs,160,160,card,Invoice 89,scan,8/8/2026
b165b6ty-12-123sarp,2026-08-01,15:30,CARGILLS FOOD CITY,Other,Miscellaneous,Handle Bag Large LDPE 12+5x20,2,pcs,5,10,card,Invoice 89,scan,8/8/2026
bzzeyc5-0-1xbkmk7,2026-08-08,11:32,CARGILLS FOOD CITY,Grocery,Salt & spices,Freelan Mustard Seeds,1,pcs,50,50,card,Invoice 56,scan,8/8/2026
bzzeyc5-1-1mizkx8,2026-08-08,11:32,CARGILLS FOOD CITY,Grocery,Salt & spices,Mas All Purpose Meat Curry Mix,1,pcs,130,117,card,Invoice 56,scan,8/8/2026
bzzeyc5-2-kgy443,2026-08-08,11:32,CARGILLS FOOD CITY,Dining out,Takeaway,Prima Sunrise Shawarma,1,pcs,660,660,card,Invoice 56,scan,8/8/2026
bzzeyc5-3-bnrngx,2026-08-08,11:32,CARGILLS FOOD CITY,Consumables,Personal care,Natures Oil/Con G.T & Aloe F/W,1,pcs,690,690,card,Invoice 56,scan,8/8/2026
bzzeyc5-4-yrfp3i,2026-08-08,11:32,CARGILLS FOOD CITY,Grocery,Cooking oil,Sera Real Coconut Milk,2,pcs,210,420,card,Invoice 56,scan,8/8/2026
bzzeyc5-5-39umbf,2026-08-08,11:32,CARGILLS FOOD CITY,Grocery,Dairy & milk,Highland Plain Yoghurt,4,pcs,80,320,card,Invoice 56,scan,8/8/2026
bzzeyc5-6-ok4wp8,2026-08-08,11:32,CARGILLS FOOD CITY,Grocery,Sugar,Brown Sugar Bulk,1.012,kg,255,258.06,card,Invoice 56,scan,8/8/2026
bzzeyc5-7-13pl4lp,2026-08-08,11:32,CARGILLS FOOD CITY,Grocery,Fruits,Cavendish Banana,0.438,kg,340,148.92,card,Invoice 56,scan,8/8/2026
bzzeyc5-8-w2rr0p,2026-08-08,11:32,CARGILLS FOOD CITY,Grocery,Snacks & biscuits,Magic Chocolate Ice Cream Cone,1,pcs,160,160,card,Invoice 56,scan,8/8/2026
bzzeyc5-9-ug0ken,2026-08-08,11:32,CARGILLS FOOD CITY,Grocery,Meat,Bairaha Whole Chicken,1.14,kg,1350,1539,card,Invoice 56,scan,8/8/2026
b143td01-0-106gp8u,2026-08-08,10:54,SAHANA VEGEMART,Grocery,Vegetables,Breadfruit (Dhel),1.075,kg,400,430,cash,Invoice 000003,scan,8/8/2026
b143td01-1-85aql9,2026-08-08,10:54,SAHANA VEGEMART,Grocery,Salt & spices,Lemongrass (Sera),0.05,kg,1000,50,cash,Invoice 000003,scan,8/8/2026
b143td01-2-46em1e,2026-08-08,10:54,SAHANA VEGEMART,Grocery,Vegetables,Japanese Cucumber,0.215,kg,480,103.2,cash,Invoice 000003,scan,8/8/2026
b143td01-3-sg2x6k,2026-08-08,10:54,SAHANA VEGEMART,Grocery,Vegetables,Green Chillie,0.045,kg,1500,67.5,cash,Invoice 000003,scan,8/8/2026
b143td01-4-1c7037a,2026-08-08,10:54,SAHANA VEGEMART,Grocery,Vegetables,Beans,0.155,kg,600,93,cash,Invoice 000003,scan,8/8/2026
b143td01-5-xq0obp,2026-08-08,10:54,SAHANA VEGEMART,Grocery,Vegetables,Tomato,0.12,kg,480,57.6,cash,Invoice 000003,scan,8/8/2026
b1v1a6um-0-1txjxc1,2026-08-08,,XCLUSIVE ACCESSORIES,Non-consumables,Electronics,"Logitech Pebble 2 Combo - Tonal Graphite (2530SC132ZN9, 1 Year Warranty)",1,pcs,18000,17000,cash,Invoice INV-67159,scan,8/8/2026
b1g12cpx-0-1maffqe,2026-08-06,16:36,P&S (Perera & Sons),Dining out,Takeaway,Dosai,1,pcs,140,140,cash,Invoice 288-697993,scan,8/8/2026
b1g12cpx-1-1jspcml,2026-08-06,16:36,P&S (Perera & Sons),Dining out,Takeaway,Masala Wadei,1,pcs,120,120,cash,Invoice 288-697993,scan,8/8/2026
bs8y3k7-0-ly591j,2026-08-06,20:56,CARGILLS FOOD CITY,Consumables,Cleaning & detergents,Sunlight Naturals Matic Pouch,1,pcs,575,575,cash,Invoice 322,scan,8/8/2026
bs8y3k7-1-1nhk75m,2026-08-06,20:56,CARGILLS FOOD CITY,Grocery,Meat,Goldi Supreme Chicken Sausages,1,pcs,440,440,cash,Invoice 322,scan,8/8/2026
bs8y3k7-2-1mjj3j5,2026-08-06,20:56,CARGILLS FOOD CITY,Consumables,Cleaning & detergents,Turbo1 Windscreen Cleaner,1,pcs,340,340,cash,Invoice 322,scan,8/8/2026
bs8y3k7-3-1cxaunk,2026-08-06,20:56,CARGILLS FOOD CITY,Grocery,Snacks & biscuits,Munchee Malt Up Biscuits,1,pcs,100,100,cash,Invoice 322,scan,8/8/2026
bs8y3k7-4-39umbf,2026-08-06,20:56,CARGILLS FOOD CITY,Grocery,Dairy & milk,Highland Plain Yoghurt,4,pcs,80,320,cash,Invoice 322,scan,8/8/2026
bs8y3k7-5-187c1ix,2026-08-06,20:56,CARGILLS FOOD CITY,Other,Miscellaneous,Handle Bag Large LDPE 12+5x20,1,pcs,5,5,cash,Invoice 322,scan,8/8/2026
bwizgcx-0-kliy5e,2026-08-04,9:11,LAUGFS SUPERMARKET,Grocery,Eggs,Happy Hen Brown Eggs 10's (L),1,pcs,590,590,cash,Invoice I26PT03049970 CS:2014443,scan,8/8/2026
bwizgcx-1-gr1uaa,2026-08-04,9:11,LAUGFS SUPERMARKET,Grocery,Dairy & milk,Highland Curd 500ml,1,pcs,420,420,cash,Invoice I26PT03049970 CS:2014443,scan,8/8/2026
bwizgcx-2-1shubdy,2026-08-04,9:11,LAUGFS SUPERMARKET,Grocery,Bread & bakery,Crimson Kurakkan Bread 400g,1,pcs,270,270,cash,Invoice I26PT03049970 CS:2014443,scan,8/8/2026
b1x602gn-0-1crpc8w,2026-08-04,19:59,CARGILLS FOOD CITY,Grocery,Fruits,Dole Cavendish Banana,0.954,kg,576,549.5,cash,Invoice 157,scan,8/8/2026
b1x602gn-1-yyxbu9,2026-08-04,19:59,CARGILLS FOOD CITY,Grocery,Snacks & biscuits,Munchee Cream Cracker Junior,1,pcs,100,100,cash,Invoice 157,scan,8/8/2026
b1x602gn-2-hko9ar,2026-08-04,19:59,CARGILLS FOOD CITY,Grocery,Beverages,Scan Drinking Water,1,pcs,400,400,cash,Invoice 157,scan,8/8/2026
b1x602gn-3-15igkxf,2026-08-04,19:59,CARGILLS FOOD CITY,Other,Miscellaneous,KFC Offer Voucher,1,pcs,0.01,0,cash,Invoice 157,scan,8/8/2026
bu5519d-0-yqbh8y,2026-08-04,,DEBUG COMPUTER PERIPHERIALS (PVT) LTD,Services,Repairs & maintenance,Epson L3150 Maintenance Box Assy.B,1,pcs,1150.51,1150.51,cash,Invoice 007599,scan,8/8/2026
bu5519d-1-18muv7k,2026-08-04,,DEBUG COMPUTER PERIPHERIALS (PVT) LTD,Services,Repairs & maintenance,Service Charge,1,pcs,4000,4000,cash,Invoice 007599,scan,8/8/2026
ba8gr7-0-hm1hdl,2026-08-01,16:48,COOL PLANET,Non-consumables,Footwear,Shoe Ladies Casual Shoe Modano 38 #R,1,pcs,3590,3590,card,Invoice 01M128082616,scan,8/8/2026
ba8gr7-1-iba5fs,2026-08-01,16:48,COOL PLANET,Non-consumables,Clothing,Jewellery Ladies Hair Slide MOO #CP1,1,pcs,290,290,card,Invoice 01M128082616,scan,8/8/2026
ba8gr7-2-1i0rnbx,2026-08-01,16:48,COOL PLANET,Other,Miscellaneous,"Cool Planet Poly Bag #14""+3""x18""",1,pcs,0.01,0,card,Invoice 01M128082616,scan,8/8/2026
ba8gr7-3-ho5yau,2026-08-01,16:48,COOL PLANET,Other,Miscellaneous,"Cool Planet Poly Bag #7+2""x12""",1,pcs,0.01,0,card,Invoice 01M128082616,scan,8/8/2026
b17gkmf7-0-s524k9,2026-08-18,22:33,HAVELOCK CITY PARKING (Payable Pvt Ltd),Transport,Parking & tolls,Parking Charge - Vehicle CBH1593,1,pcs,600,600,card,,scan,8/21/2026
bgx53w9-0-13jjatp,2026-08-13,21:30,CARGILLS FOOD CITY,Grocery,Eggs,Happy Hen Eggs Large,1,pc,590,590,card,Invoice 216,scan,8/21/2026
bgx53w9-1-1ix6cc7,2026-08-13,21:30,CARGILLS FOOD CITY,Grocery,Snacks & biscuits,Skinned Raw Peanuts,0.2,kg,1880,376,card,Invoice 216,scan,8/21/2026
bgx53w9-2-1bod92c,2026-08-13,21:30,CARGILLS FOOD CITY,Grocery,Vegetables,Ladies Fingers,0.138,kg,130,17.94,card,Invoice 216,scan,8/21/2026
bgx53w9-3-1gnv209,2026-08-13,21:30,CARGILLS FOOD CITY,Grocery,Vegetables,Bitter Gourd,0.206,kg,390,80.34,card,Invoice 216,scan,8/21/2026
bgx53w9-4-yrfp3i,2026-08-13,21:30,CARGILLS FOOD CITY,Grocery,Cooking oil,Sera Real Coconut Milk,2,pc,210,420,card,Invoice 216,scan,8/21/2026
bgx53w9-5-10102pp,2026-08-13,21:30,CARGILLS FOOD CITY,Grocery,Dairy & milk,Highland F/C Milk Powder,1,pc,1150,1150,card,Invoice 216,scan,8/21/2026
bgx53w9-6-1asl33r,2026-08-13,21:30,CARGILLS FOOD CITY,Grocery,Cooking oil,Sunup RBD Coconut Oil,1,pc,875,875,card,Invoice 216,scan,8/21/2026
bgx53w9-7-1a9qwl2,2026-08-13,21:30,CARGILLS FOOD CITY,Consumables,Cleaning & detergents,Harpic 10X Refreshing Marine,1,pc,480,480,card,Invoice 216,scan,8/21/2026
bgx53w9-8-y90wj,2026-08-13,21:30,CARGILLS FOOD CITY,Grocery,Fish & seafood,Raigam Cuttle Fish Soya Devel,1,pc,190,190,card,Invoice 216,scan,8/21/2026
bgx53w9-9-c1ntma,2026-08-13,21:30,CARGILLS FOOD CITY,Grocery,Snacks & biscuits,MD Polos Curry,1,pc,950,950,card,Invoice 216,scan,8/21/2026
bgx53w9-10-101c4ek,2026-08-13,21:30,CARGILLS FOOD CITY,Grocery,Vegetables,Dambala,0.122,kg,540,65.88,card,Invoice 216,scan,8/21/2026
bgx53w9-11-1l48guv,2026-08-13,21:30,CARGILLS FOOD CITY,Other,Miscellaneous,Points For G. G. Bag Reus,1,pc,0.01,0.01,card,Invoice 216,scan,8/21/2026
bgx53w9-12-1ms2uhj,2026-08-13,21:30,CARGILLS FOOD CITY,Other,Miscellaneous,KFC Offer,1,pc,0.01,0,card,Invoice 216,scan,8/21/2026
b1s4h7b8-0-1i6wf55,2026-08-18,22:21,ROOTS,Dining out,Takeaway,1 Scoop Premium (GLT-Oreo),1,pc,550,550,cash,Invoice 10693-164454,scan,8/21/2026
b7upquy-0-1187bf5,2026-08-18,21:56,TACO BELL,Dining out,Restaurant,Fajita Chicken Crunchy Wheat Taco,1,pcs,0,0,card,Invoice A87504,scan,8/21/2026
b7upquy-1-grd3d1,2026-08-18,21:56,TACO BELL,Dining out,Restaurant,Crispy Chicken Crunchy Wheat Taco,1,pcs,720,720,card,Invoice A87504,scan,8/21/2026
b1fl4xn6-0-gnmkvb,2026-08-16,20:56,LAUGFS SUPERMARKET,Grocery,Dairy & milk,Kotmale Fresh Milk 200ml Plain,1,pc,140,140,cash,Invoice I26RJ09076088,scan,8/21/2026
b1fl4xn6-1-1deq1kk,2026-08-16,20:56,LAUGFS SUPERMARKET,Grocery,Bread & bakery,Crimson Super Sandwich Bread (S),1,pc,330,330,cash,Invoice I26RJ09076088,scan,8/21/2026
b52bltn-0-ml46oc,2026-08-12,10:59,LAUGFS SUPER,Grocery,Beverages,Sunquick Guava & Strawberry 300ml,1,pc,850,850,cash,Invoice I26RJ05023504,scan,8/21/2026
b52bltn-1-1kwkf41,2026-08-12,10:59,LAUGFS SUPER,Grocery,Dairy & milk,Highland Yoghurt 85ml Plain,4,pc,80,320,cash,Invoice I26RJ05023504,scan,8/21/2026
b52bltn-2-2o7pee,2026-08-12,10:59,LAUGFS SUPER,Grocery,Fruits,Banana - Cavendish,0.47,kg,379,178.13,cash,Invoice I26RJ05023504,scan,8/21/2026
b52bltn-3-11sutev,2026-08-12,10:59,LAUGFS SUPER,Grocery,Bread & bakery,Crimson Sliced Bread,1,pc,153,153,cash,Invoice I26RJ05023504,scan,8/21/2026
b52bltn-4-wv85w6,2026-08-12,10:59,LAUGFS SUPER,Other,Miscellaneous,Bag Shopping 13x6x21in Biodegradable PE,1,pc,5,5,cash,Invoice I26RJ05023504,scan,8/21/2026
b52bltn-5-1qhsnbs,2026-08-12,10:59,LAUGFS SUPER,Grocery,Snacks & biscuits,Crimson Happy Sticks (125g),1,pc,135,135,cash,Invoice I26RJ05023504,scan,8/21/2026
b52bltn-6-xf973q,2026-08-12,10:59,LAUGFS SUPER,Grocery,Salt & spices,Edinborough Mayonnaise Pouch 100g,1,pc,400,400,cash,Invoice I26RJ05023504,scan,8/21/2026
b52bltn-7-1loijwg,2026-08-12,10:59,LAUGFS SUPER,Grocery,Snacks & biscuits,Crimson Nai Miris Creamy Chicken Roll,1,pc,180,180,cash,Invoice I26RJ05023504,scan,8/21/2026
b52bltn-8-xhyez6,2026-08-12,10:59,LAUGFS SUPER,Grocery,Salt & spices,Laugfs Salted Dhal 50g,1,pc,85,85,cash,Invoice I26RJ05023504,scan,8/21/2026
b52bltn-9-9glw5i,2026-08-12,10:59,LAUGFS SUPER,Grocery,Snacks & biscuits,Laugfs Indian Mixture 50g,1,pc,105,105,cash,Invoice I26RJ05023504,scan,8/21/2026
b52bltn-10-149ohxg,2026-08-12,10:59,LAUGFS SUPER,Grocery,Salt & spices,Edinborough Easy Cheezy Pouch 100g,1,pc,390,390,cash,Invoice I26RJ05023504,scan,8/21/2026
b19ktc05-0-fkjdvs,2026-08-18,19:00,SCOPE CINEMAS,Other,Festivals & events,"E3 Spider Man: Brand - Ticket (Seat E-11, Full)",1,pcs,1800,1800,cash,Invoice 004735-004736,scan,8/21/2026
b19ktc05-1-11lcsy1,2026-08-18,19:00,SCOPE CINEMAS,Other,Festivals & events,"E3 Spider Man: Brand - Ticket (Seat E-12, Full)",1,pcs,1800,1800,cash,Invoice 004735-004736,scan,8/21/2026
b1jucc6x-0-1p17k6x,2026-08-13,21:36,KFC,Dining out,Restaurant,Pepsi - R,1,pcs,440,440,card,Invoice G93926,scan,8/21/2026
b1jucc6x-1-qk8vuw,2026-08-13,21:36,KFC,Dining out,Restaurant,KFC Masala Rice,1,pcs,890,890,card,Invoice G93926,scan,8/21/2026
b1jucc6x-2-p1bgxc,2026-08-13,21:36,KFC,Dining out,Restaurant,KFC Caribbean Rice,1,pcs,890,890,card,Invoice G93926,scan,8/21/2026
